"Worksheet exported from: C:\Users\5110 ICP-OES\Documents\Agilent\ICP Expert\My Results\Background_CRM_JAC.esws"
""
"Label","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration %RSD","Intensity SD","Intensity %RSD","Weight","Volume","Dilution","Internal Standard","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6"
"Standard 4","STD","8/9/2018 5:06:43 PM","Y 360.074","Y","","","","ppm","41096.21","-","-","210.29","0.51","-","-","-","-","6","","","","","","","40915.85","40938.26","40883.08","41362.78","41295.95","41181.36","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Y 371.029","Y","","","","ppm","41208.72","-","-","187.43","0.45","-","-","-","-","6","","","","","","","41017.72","41130.45","41016.65","41471.17","41369.41","41246.92","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Y 377.433","Y","","","","ppm","91116.26","-","-","470.68","0.52","-","-","-","-","6","","","","","","","90456.04","90894.05","91052.35","91886.76","91272.08","91136.25","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ar 420.067","Ar","","","","ppm","2247386.87","-","-","19810.22","0.88","-","-","-","-","6","","","","","","","2225279.51","2282818.98","2251265.23","2241849.65","2248775.65","2234332.23","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ar 543.999","Ar","","","","ppm","51711.33","-","-","138.35","0.27","-","-","-","-","6","","","","","","","51810.39","51721.77","51627.93","51883.22","51734.18","51490.52","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ar 641.631","Ar","","","","ppm","1139217.44","-","-","7557.88","0.66","-","-","-","-","6","","","","","","","1137080.18","1133977.04","1151111.93","1141287.73","1142485.80","1129361.95","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ar 703.025","Ar","","","","ppm","2362465.91","-","-","9405.80","0.40","-","-","-","-","6","","","","","","","2370792.65","2361659.98","2368365.06","2369847.59","2357840.83","2346289.36","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ar 737.212","Ar","","","","ppm","3500129.57","-","-","26936.53","0.77","-","-","-","-","6","","","","","","","3517812.21","3498776.89","3452567.93","3490878.71","3511818.85","3528922.83","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","C 175.122","C","","","","ppm","135.48","-","-","6.21","4.58","-","-","-","-","6","","","","","","","133.69","134.40","132.63","147.86","130.61","133.72","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","C 193.027","C","","","","ppm","26891.19","-","-","168.46","0.63","-","-","-","-","6","","","","","","","27168.59","27007.23","26795.04","26725.95","26769.44","26880.90","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","C 247.856","C","","","","ppm","1879.68","-","-","6.81","0.36","-","-","-","-","6","","","","","","","1893.05","1879.87","1878.36","1876.32","1874.61","1875.85","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Cd 214.439","Cd","","0.50","0.50","ppm","23307.34","-","-","59.46","0.26","-","-","-","-","6","0.50","0.50","0.50","0.50","0.50","0.50","23199.69","23302.81","23357.57","23289.34","23351.02","23343.58","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Co 238.892","Co","","0.50","0.50","ppm","9540.25","-","-","36.80","0.39","-","-","-","-","6","0.50","0.50","0.50","0.50","0.50","0.50","9487.29","9518.41","9545.70","9545.46","9546.11","9598.54","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Cr 267.716","Cr","","0.50","0.50","ppm","17874.20","-","-","47.23","0.26","-","-","-","-","6","0.50","0.50","0.50","0.50","0.50","0.50","17804.92","17844.49","17870.99","17904.36","17941.48","17878.98","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","H 434.047","H","","","","ppm","13090.73","-","-","122.93","0.94","-","-","-","-","6","","","","","","","13134.75","13085.99","13127.88","12851.89","13140.38","13203.48","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","H 486.133","H","","","","ppm","173918.99","-","-","1428.14","0.82","-","-","-","-","6","","","","","","","172753.49","175045.17","176223.65","173701.00","173136.60","172654.01","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","N 174.213","N","","","","ppm","65225.73","-","-","203.90","0.31","-","-","-","-","6","","","","","","","65281.78","65165.21","65585.34","64968.87","65198.29","65154.85","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","N 174.465","N","","","","ppm","19738.07","-","-","71.12","0.36","-","-","-","-","6","","","","","","","19725.51","19790.10","19756.65","19648.01","19672.03","19836.10","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","O 436.824","O","","","","ppm","39041.15","-","-","43.74","0.11","-","-","-","-","6","","","","","","","39075.77","39021.73","39047.73","39027.14","38975.14","39099.39","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","O 615.820","O","","","","ppm","216845.42","-","-","439.19","0.20","-","-","-","-","6","","","","","","","216968.89","216292.37","217565.46","216862.20","216495.08","216888.50","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Pb 220.353","Pb","","0.50","0.50","ppm","1884.25","-","-","9.28","0.49","-","-","-","-","6","0.50","0.50","0.50","0.50","0.50","0.50","1868.88","1894.44","1891.22","1881.37","1888.83","1880.78","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Ta 337.649","Ta","","","","ppm","31.03","-","-","8.80","28.37","-","-","-","-","6","","","","","","","28.98","38.21","27.18","39.64","35.91","16.24","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Tb 308.958","Tb","","","","ppm","18144.91","-","-","27.69","0.15","-","-","-","-","6","","","","","","","18162.47","18097.28","18163.01","18166.61","18125.70","18154.39","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Y 360.074","Y","","","","ppm","39742.66","-","-","143.75","0.36","-","-","-","-","6","","","","","","","39486.37","39715.92","39706.14","39817.62","39859.35","39870.54","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Y 371.029","Y","","","","ppm","39913.30","-","-","129.09","0.32","-","-","-","-","6","","","","","","","39759.72","39750.02","40026.04","39924.93","39980.35","40038.73","","","","","",""
"Standard 5","STD","8/9/2018 5:08:23 PM","Y 377.433","Y","","","","ppm","88154.29","-","-","373.41","0.42","-","-","-","-","6","","","","","","","87578.33","88075.62","88109.70","88348.90","88096.69","88716.51","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ar 420.067","Ar","","","","ppm","2246377.56","-","-","14544.96","0.65","-","-","-","-","6","","","","","","","2239392.48","2268458.18","2224488.47","2248150.80","2252531.58","2245243.82","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ar 543.999","Ar","","","","ppm","51830.08","-","-","173.45","0.33","-","-","-","-","6","","","","","","","51798.99","51981.81","52017.57","51915.06","51575.23","51691.83","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ar 641.631","Ar","","","","ppm","1130932.39","-","-","7062.11","0.62","-","-","-","-","6","","","","","","","1126619.77","1132248.39","1127106.59","1132390.20","1123667.72","1143561.68","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ar 703.025","Ar","","","","ppm","2361743.15","-","-","26018.68","1.10","-","-","-","-","6","","","","","","","2405099.63","2347408.00","2355070.42","2379612.37","2333665.38","2349603.07","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ar 737.212","Ar","","","","ppm","3512565.68","-","-","33342.44","0.95","-","-","-","-","6","","","","","","","3525072.79","3551110.67","3541855.48","3461390.52","3495307.54","3500657.06","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","C 175.122","C","","","","ppm","146.20","-","-","2.36","1.61","-","-","-","-","6","","","","","","","148.87","146.24","148.20","146.20","145.48","142.19","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","C 193.027","C","","","","ppm","29550.37","-","-","121.84","0.41","-","-","-","-","6","","","","","","","29784.19","29548.78","29457.57","29475.93","29477.31","29558.45","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","C 247.856","C","","","","ppm","2049.47","-","-","19.24","0.94","-","-","-","-","6","","","","","","","2079.20","2040.60","2067.65","2038.33","2040.24","2030.79","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Cd 214.439","Cd","","1.00","1.00","ppm","48121.01","-","-","235.31","0.49","-","-","-","-","6","1.00","1.00","1.00","1.00","1.00","1.00","47940.79","48042.82","48018.75","48109.90","48588.47","48025.36","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Co 238.892","Co","","1.00","1.00","ppm","19789.27","-","-","86.16","0.44","-","-","-","-","6","1.00","1.00","1.00","1.00","1.00","1.00","19791.44","19722.65","19802.96","19745.61","19950.76","19722.19","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Cr 267.716","Cr","","1.00","1.00","ppm","37006.43","-","-","161.27","0.44","-","-","-","-","6","1.00","1.00","1.00","1.00","1.00","1.00","36901.29","36796.92","37040.00","37053.04","37272.51","36974.80","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","H 434.047","H","","","","ppm","14953.53","-","-","81.25","0.54","-","-","-","-","6","","","","","","","14891.18","14905.45","15110.78","14916.42","14966.76","14930.57","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","H 486.133","H","","","","ppm","183671.29","-","-","1605.56","0.87","-","-","-","-","6","","","","","","","186378.38","182527.74","183998.43","181776.58","183146.00","184200.59","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","N 174.213","N","","","","ppm","65191.54","-","-","222.73","0.34","-","-","-","-","6","","","","","","","65068.24","64908.93","65155.98","65130.94","65337.67","65547.46","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","N 174.465","N","","","","ppm","19756.92","-","-","82.08","0.42","-","-","-","-","6","","","","","","","19757.99","19784.53","19653.43","19714.97","19732.71","19897.88","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","O 436.824","O","","","","ppm","39107.87","-","-","87.06","0.22","-","-","-","-","6","","","","","","","39205.85","39129.21","39053.72","39086.91","39194.13","38977.38","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","O 615.820","O","","","","ppm","217564.68","-","-","589.02","0.27","-","-","-","-","6","","","","","","","218307.21","217046.63","217586.89","217467.74","218158.33","216821.28","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Pb 220.353","Pb","","1.00","1.00","ppm","3885.93","-","-","22.69","0.58","-","-","-","-","6","1.00","1.00","1.00","1.00","1.00","1.00","3882.07","3886.70","3878.03","3865.99","3929.87","3872.93","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Ta 337.649","Ta","","","","ppm","30.36","-","-","17.19","56.63","-","-","-","-","6","","","","","","","58.39","24.71","35.25","9.38","17.83","36.59","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Tb 308.958","Tb","","","","ppm","18215.79","-","-","27.18","0.15","-","-","-","-","6","","","","","","","18190.99","18211.75","18211.13","18185.83","18255.57","18239.48","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Y 360.074","Y","","","","ppm","40579.45","-","-","209.55","0.52","-","-","-","-","6","","","","","","","40448.27","40356.80","40569.22","40691.35","40938.28","40472.77","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Y 371.029","Y","","","","ppm","40737.51","-","-","229.61","0.56","-","-","-","-","6","","","","","","","40498.91","40581.38","40754.45","40633.93","41144.67","40811.73","","","","","",""
"Standard 6","STD","8/9/2018 5:10:04 PM","Y 377.433","Y","","","","ppm","90145.97","-","-","519.50","0.58","-","-","-","-","6","","","","","","","90022.00","89454.28","90346.52","89796.77","90966.13","90290.13","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","Ar 420.067","Ar","","","","ppm","2240179.97","-","-","18469.85","0.82","-","-","-","-","6","","","","","","","2215365.26","2248487.57","2238013.91","2266605.67","2224307.24","2248300.20","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","Ar 543.999","Ar","","","","ppm","51671.36","-","-","100.98","0.20","-","-","-","-","6","","","","","","","51661.24","51622.74","51866.82","51585.03","51674.42","51617.93","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","Ar 641.631","Ar","","","","ppm","1127598.03","-","-","11223.22","1.00","-","-","-","-","6","","","","","","","1122407.49","1128066.45","1108069.26","1139352.53","1132261.76","1135430.69","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","Ar 703.025","Ar","","","","ppm","2342941.76","-","-","25550.08","1.09","-","-","-","-","6","","","","","","","2332917.23","2359982.11","2302863.45","2376962.95","2335080.11","2349844.72","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","Ar 737.212","Ar","","","","ppm","3558243.66","-","-","30314.69","0.85","-","-","-","-","6","","","","","","","3568280.47","3508547.31","3568005.55","3594654.22","3537925.44","3572048.94","","","","","",""
"Standard 7","STD","8/9/2018 5:11:44 PM","C 175.122","C","","","","ppm","150.97","-","-","5.42","3.59","-","-","-","-","6","","","","","","","149.38","159.48","146.63","144.41","151.95","154.00","","","","","",""
